,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
492,Jorge Ben Jor,Carolina Carol Bela,2VidGtxk3sC7TP0DmSkpGC,16,0.45,0.53,7,-11.284,0,0.0359,0.87,0.0723,0.137,0.899,86.086,188173,4
493,Mac DeMarco,Salad Days,5VdaMUzoQetwxQwtWAd022,65,0.431,0.771,5,-7.176,1,0.0375,0.0877,0.0214,0.121,0.772,201.002,145893,4
494,Tough Rhymes,The Monster,5O8rnHCeGD4dFrDzi72IwO,1,0.816,0.85,9,-6.431,1,0.105,0.128,0.0,0.181,0.722,110.003,252000,4
495,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,73,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189413,4
496,T.Russ,Brockweir,3SYheHKc7AtJ6KLeRF3YWN,14,0.776,0.964,6,-5.065,1,0.0741,0.0765,0.63,0.0658,0.0751,127.993,320505,4
497,Hans Zimmer,Cornfield Chase,6pWgRkpqVfxnj3WuIcJ7WP,72,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,126960,4
499,Theory of a Deadman,Angel,2qJkesdHu9sMMVFgkRkqhQ,64,0.443,0.844,11,-5.414,0,0.0425,0.00251,0.0,0.085,0.452,76.001,202213,4
500,Driftmoon,Worlds Which Break Us - Intro Mix,5Gpx4lJy3vKmIvjwbiR5c8,14,0.439,0.808,2,-8.497,1,0.0677,0.00592,0.14,0.089,0.0587,138.04,483948,4
501,Seether,Nobody Praying For Me,3bq8WiQrEXMwPAibYs7tpu,63,0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,197800,4
502,P.C.R.,Happy,4XXAaZdcdwHHPHmqOG9Cxl,0,0.583,0.799,10,-7.168,1,0.0681,0.591,0.0,0.161,0.964,159.893,234103,4
503,Taylor Swift,All You Had To Do Was Stay,0dAb8TY433dl3ZfXYCLE19,61,0.602,0.736,5,-5.778,1,0.0338,0.00196,4.57e-05,0.105,0.471,96.969,193293,4
504,Rameses B,New Dawn (Rameses B 2014 Yearmix),7tprNgxMxEi8YqBnNeqWZt,3,0.334,0.784,8,-6.588,1,0.086,0.0887,0.127,0.743,0.21,172.615,3000059,4
505,Azealia Banks,Luxury,7IzN1BfaQ8fmTHYPRPhNws,68,0.689,0.91,8,-6.808,1,0.184,0.0196,1.81e-05,0.272,0.569,121.988,168097,4
506,Sassydee,Dark Horse,2dL0WeVonftJIBizW0aRYt,2,0.735,0.509,6,-8.894,1,0.04,0.164,0.0,0.085,0.307,132.025,213000,4
507,Lana Del Rey,Ultraviolence,1y3r6RXiJZNBV1EI0NggpS,70,0.144,0.541,0,-7.076,1,0.038,0.278,1.01e-05,0.101,0.0899,79.262,251480,3
508,David Bowie,Golden Years - Single Version; 2014 Remaster,4Ud8Y4tWxh7J44h1qwURdl,7,0.727,0.535,11,-15.196,1,0.0404,0.396,3.36e-06,0.0599,0.927,108.495,209067,4
509,Bahamas,All The Time,0qI1W6chJgvrSAzAkX9JBa,62,0.711,0.464,4,-4.816,0,0.0488,0.648,0.00373,0.0846,0.507,127.274,234973,4
510,Dance Hits 2014,Jubel,58NHWG0czHBdEuaZndNbHm,6,0.635,0.634,0,-6.842,1,0.0357,0.0265,0.122,0.0872,0.185,125.047,222720,4
511,Charli XCX,Boom Clap,0Y1MWB026LYxGvhq4EcMiC,61,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,4
512,Armin van Buuren,A State of Trance Year Mix 2014 - The Moral Of The Story (Mix Cut) - Outro,5kY54mTJQQefDaTP6Y58np,0,0.623,0.743,8,-12.59,0,0.866,0.771,0.0,0.32,0.365,111.992,63253,4
513,Logic,Gang Related,1Kp6WFxRzc0sRBmGSgIYat,63,0.597,0.856,10,-7.089,0,0.0431,0.209,0.0159,0.278,0.771,131.95,167320,4
514,Agonoize,Schaufensterpuppenarsch,0FbhiQuQUKRHt6cmH1OaX5,17,0.519,0.967,0,-6.328,1,0.0335,0.0047,0.0109,0.136,0.291,134.971,284638,4
515,J. Cole,03’ Adolescence,11qa6plS660rrrkf6VJ3cX,64,0.528,0.811,1,-6.181,1,0.59,0.395,0.0,0.274,0.26,70.58,264213,4
516,DJ Remix Factory,Bounce (Remix),3ibiWVYpBjfrPotIdLGIay,1,0.58,0.886,1,-5.128,0,0.218,0.000345,0.00295,0.0354,0.368,140.077,260607,4
517,Alvvays,"Archie, Marry Me",5HLes17mwCwKt81mi0Tk35,62,0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,4
518,Afternova,Remember This Day - Breakdown Mix,14kL2zESl1rRNIPVXDPf4T,4,0.167,0.333,11,-13.326,1,0.0358,0.258,0.93,0.15,0.0533,73.199,86484,3
519,Kenny Chesney,Save It for a Rainy Day,6wfTb2he5ANMQSFnlamnyi,61,0.538,0.775,7,-5.48,1,0.0291,0.0053,0.0,0.0807,0.614,154.889,182213,4
520,Charts Hits 2014,Rather Be,1YhqiUl9NVsEWJMvyf9BMo,0,0.768,0.84,9,-5.411,0,0.0367,0.162,1.02e-05,0.218,0.809,121.019,224893,4
521,TV Girl,Birds Dont Sing,21LkHnuxPxVrOZ5gCaG7aM,63,0.605,0.942,7,-4.549,1,0.0655,0.016,0.0,0.137,0.8,106.562,209347,4
522,Etasonic,Sentimental Way - Breakdown,1CT6j4rMX5YrIO8zBkfiKv,4,0.199,0.205,7,-15.095,0,0.0411,0.319,0.947,0.0928,0.0585,136.934,76742,4
523,John Mayer,XO,7cpCU3Denug5NGZsSpQl8v,69,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67,213627,4
524,Shogun,Zanarkand,0nBMk40CzW7vXwCBpAO0Bk,1,0.508,0.911,4,-4.512,0,0.0501,0.0262,0.000295,0.414,0.0715,131.989,180187,4
525,Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,1Fem9jSJEleNWT1kgt70ST,66,0.408,0.563,9,-5.97,0,0.0374,0.0473,0.0,0.0781,0.558,118.543,185316,3
526,Ahmed Romel,Yarden - Breakdown Mix - Mix Cut,3en8tnuCYyAC7fY49jS4wb,4,0.122,0.509,6,-10.873,1,0.0468,0.179,0.697,0.761,0.0598,166.201,75061,3
527,Sturgill Simpson,Turtles All the Way Down,4NE3oWyUQI2b2NjyMyC8Bi,60,0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4
528,Midnite String Quartet,Happy,0jpELISYBYJMYne3fbTVKS,2,0.567,0.239,5,-15.559,0,0.0334,0.724,0.879,0.149,0.83,150.086,159200,3
529,I Prevail,Blank Space,2ZiJidFdQ30nVJEP4u44l3,63,0.437,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.144,0.233,194.073,240928,4
530,Florida Georgia Line,Dirt,5CXnIPD6rTjszYYQm6fY2P,61,0.547,0.878,2,-4.224,1,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,230587,4
531,Charts Hits 2014,Not Alone,6Po55ohJBI2vtK5veHrJ8E,0,0.431,0.656,0,-5.205,0,0.0325,0.334,0.000131,0.166,0.348,139.99,184959,4
532,Jon Pardi,When I've Been Drinkin',59O0lOCAMdBugXQrEGR6A6,61,0.857,0.558,11,-6.081,1,0.0385,0.395,0.0,0.111,0.932,112.992,197547,4
533,Playme,A Story - Breakdown Edit,5knB9rruxwFsfzbAaKpeki,4,0.16,0.344,0,-11.134,0,0.0381,0.469,0.901,0.159,0.0393,84.801,93345,3
534,Andrew McMahon in the Wilderness,Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,61,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,223880,4
535,Armin van Buuren,EIFORYA,5xmdUgXsmI4v6rPp9i5fGx,0,0.516,0.947,9,-6.137,0,0.0942,0.072,0.509,0.143,0.164,132.047,161779,4
536,Dan + Shay,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,61,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956,186253,4
537,Playme,For Love - Emotional Mix Breakdown,5KxMTVPcb0oNRpQSUKAHsN,4,0.177,0.23,5,-15.559,1,0.0318,0.542,0.994,0.395,0.124,63.641,73302,4
538,Beyoncé,Flawless Remix (feat. Nicki Minaj),0zVMzJ37VQNFUNvdxxat2E,66,0.64,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.804,234413,4
539,Vibe2Vibe,Rude,29jMIScQc8fVKb3QMwcWia,1,0.73,0.549,1,-8.34,1,0.0371,0.0757,0.0,0.212,0.818,143.994,224000,4
540,Flight Facilities,Crave You,4ESWJepzBtY2lR9oZDYVaP,62,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,0.317,120.043,234787,4
541,Farhad Mahdavi,A Thousand Pieces - Dub Mix Breakdown,2XTXibrDl4MpOw7ZpKZvyG,4,0.15,0.25,5,-15.923,0,0.0429,0.0603,0.958,0.107,0.0532,136.756,72727,4
542,Tim McGraw,Shotgun Rider,3LbvNFkqDTrE1liGMmZBDL,60,0.468,0.904,7,-4.574,1,0.0494,0.126,3.89e-06,0.165,0.7,167.998,235387,4
543,Midnite String Quartet,All of Me,36NxUcnGqvVgqAn3jg64lX,3,0.22,0.251,8,-14.409,1,0.039,0.775,0.737,0.101,0.287,79.964,215512,3
544,Dustin Lynch,Where It's At,4whYDpJ5XVQpmvecbEHP5Q,61,0.557,0.737,3,-5.75,1,0.0476,0.0142,0.0,0.314,0.817,158.05,204187,4
545,Philler Music,A Long Journey - 4 Seas Breakdown,04KJVgj7v9k5yFTjBS00I8,4,0.243,0.472,0,-13.639,1,0.0302,0.379,0.882,0.213,0.192,137.599,64361,3
546,Banda MS de Sergio Lizárraga,A Lo Mejor,1ugCJElyPMmDj2FYPgbD4d,70,0.758,0.528,2,-5.294,1,0.0312,0.543,2.84e-05,0.215,0.629,129.973,212280,4
547,Charts Hits 2014,The Monster (I'm Friends with the Monster),3RabpAq9XGtdEmMWhh5n1z,7,0.755,0.815,1,-4.768,0,0.0451,0.425,0.0,0.242,0.561,110.004,255104,4
548,OneRepublic,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,64,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,224227,4
549,Emanuele Congeddu,Fable Of Love - Breakdown,3NuUc2cm0uKY54Qj3LQcN1,4,0.192,0.626,10,-6.848,0,0.0337,0.139,0.906,0.134,0.243,92.204,78270,3
550,Indila,Dernière danse,65uoaqX5qcjXZRheAj1qQT,75,0.669,0.449,0,-7.658,0,0.0489,0.184,0.0,0.0729,0.327,114.926,213493,4
551,Charts Hits 2014,Wrecking Ball,0LLVk93AdBnWTF4IazczzF,3,0.668,0.482,2,-4.534,0,0.0317,0.613,0.00368,0.138,0.346,120.042,219734,4
552,Xavier Wulf,Thunder Man,2KmFKaUoWcteeDobI68uka,61,0.924,0.55,2,-6.402,1,0.252,0.00213,4.34e-05,0.101,0.298,139.992,185391,4
553,Playme,The Silver Tree - Emotional Mix Breakdown,0DpdmFabysGDUhwbglchBF,4,0.177,0.31,3,-11.878,1,0.0324,0.0149,0.222,0.233,0.0381,76.089,84644,4
554,Night Lovell,Dark Light,2y57H6nA3vic5t8awwaS69,67,0.624,0.449,9,-9.987,1,0.0308,0.0746,0.000228,0.117,0.0366,93.002,206472,3
555,DJ JT,The Year 2011 ReBeat,3HMc50QMtZOCXTy4W4VAkf,7,0.66,0.876,11,-6.553,0,0.0563,0.00724,0.00196,0.0432,0.522,128.688,4317063,4
556,SALES,Chinese New Year,0SIAFU49FFHwR3QnT5Jx0k,67,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,160000,4
557,Manuel Rocca,Esperanza - Breakdown,6DYzFB6kDc90EOnuCIy4sq,4,0.394,0.549,1,-11.074,1,0.0354,0.0628,0.538,0.0749,0.108,137.996,73613,3
558,Porter Robinson,Goodbye To A World,786ymAh5BmHoIpvjyrvjXk,64,0.444,0.35,9,-7.194,1,0.0483,0.453,0.109,0.0824,0.0973,95.979,328507,3
559,Aly & Fila,Laily - Photographer Remix,1JoHLJeyaQs6aG1q4BW6Wz,0,0.437,0.954,10,-6.163,0,0.0552,0.00495,0.845,0.379,0.0272,138.004,180104,4
560,One Direction,Stockholm Syndrome,6AzCBeiDuUXGXjznBufswB,68,0.678,0.933,2,-4.959,1,0.14,0.0734,0.0,0.0863,0.336,120.572,214720,4
561,Etasonic,Wonder Of This Planet - Breakdown Mix,6dkBsJTWxr00UUNEeKlf4Z,4,0.119,0.452,0,-11.049,1,0.033,0.0708,0.442,0.5,0.176,94.826,98057,3
562,Hozier,Take Me to Church,0aOluBqXYd0rFSCsgDyAWX,62,0.575,0.664,4,-5.303,0,0.0481,0.637,0.0,0.116,0.437,129.07,241693,4
563,American Heroes,Bottoms Up,7wy1LpYXnN5herQgYjCFE8,1,0.487,0.848,4,-7.58,0,0.0361,0.191,4.52e-05,0.137,0.688,169.896,220000,4
564,La Adictiva Banda San José de Mesillas,"Después de Ti, ¿Quién?",3qGkFQOEJ0w0SqnAXFeG2v,61,0.689,0.532,2,-3.888,0,0.0296,0.554,1.58e-06,0.204,0.594,122.004,234480,4
565,Emanuele Congeddu,Alyssa - Breakdown,7FUselv2rUfIr6dyTj68Uh,4,0.211,0.352,0,-11.844,1,0.033,0.745,0.877,0.0894,0.0616,138.395,85226,4
566,Willamette Stone,Heart Like Yours,1ym2ZnNbIV6TB4YUjAl2Z5,60,0.497,0.259,7,-9.782,1,0.033,0.879,0.0,0.102,0.338,140.117,200560,3
567,Pure Recall,2014,5SUeAV6zy3uHJuxMWmLp8p,0,0.842,0.395,10,-9.384,0,0.244,0.0461,0.904,0.1,0.913,88.007,152804,4
568,Chase Rice,Ride,2Dp0QLXSfuGr5XVlLwzXLk,61,0.666,0.721,10,-6.347,1,0.0318,0.0354,0.0,0.122,0.342,115.039,241240,4
569,SoundLift,Bravery - Breakdown Mix,5Q5p0Rwna5JyGRlFVxWcQF,4,0.166,0.492,1,-8.732,0,0.0442,0.00238,0.78,0.127,0.0314,86.099,95640,3
570,Kendrick Lamar,i,7wdzLe2Gsx1RGqbvYZHASz,65,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,231933,4
571,DJ Remix Factory,Roar (Remix),4qPu0orGTKZntC3oe2JUI7,1,0.79,0.931,10,-4.354,1,0.0773,0.0023,0.1,0.275,0.629,127.979,286973,4
572,Tito Torbellino,Caracter Y Estilo,5dxZ1gD7sMQ4biqdigswaa,65,0.679,0.586,7,-8.737,0,0.18,0.338,0.0,0.413,0.781,96.959,182779,4
573,Andy & Peter,Cydonia - 2004 Breakdown,7L5YdePdwrQEKm0RsIRBFP,4,0.252,0.256,0,-12.811,1,0.0446,0.2,0.748,0.216,0.0361,53.027,85194,4
574,Beyoncé,Drunk in Love Remix (feat. Jay-Z & Kanye West),0FZmAvivvifvtN3pZScbw1,66,0.508,0.763,8,-3.58,1,0.0516,0.16,0.0,0.118,0.476,139.653,395987,4
575,Olly Riz,2014,3ZrXG1CCsxguxRzfz0ac6u,0,0.743,0.659,1,-8.519,1,0.292,0.609,0.00289,0.0802,0.693,175.104,226371,4
576,Andy Grammer,Back Home,07HeFSqsEGq4eWyerDrW1a,62,0.621,0.827,11,-7.309,1,0.0454,0.0409,0.0,0.0815,0.65,99.979,199113,4
577,Fatman Scoop,New Year's Eve 2014 Song (Clean Edit) [feat. David Barese],2ML37QK9ogSJdsqrgtBZoM,8,0.946,0.672,8,-5.616,1,0.398,0.0968,9.52e-05,0.896,0.309,129.042,190773,4
578,Dierks Bentley,I Hold On,01e8dGbulrphX8j3fZDQYk,60,0.614,0.715,0,-6.451,1,0.0445,0.0849,0.000316,0.102,0.231,117.956,279533,4
579,ODESZA,Sun Models (feat. Madelyn Grant),7jZHUhAmW5oq1cq6s8IxmK,63,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,160000,4
580,Cosmic Gate,Fair Game,44UcRUMf0vuJU97BTK23RZ,0,0.567,0.99,1,-3.992,1,0.053,0.0363,0.935,0.115,0.378,127.99,196875,4
581,One Direction,Fool's Gold,0L5gFNrzHyh4OhMwEz6DGS,69,0.515,0.773,6,-4.848,1,0.0479,0.23,1.29e-06,0.0938,0.379,128.001,210893,4
582,Hippie Sabotage,Your Soul,6ZT3coOj97F6CVvruPtnox,62,0.487,0.68,7,-8.497,0,0.0408,0.000599,0.0339,0.144,0.0752,94.46,324807,3
583,Black Dante,Summer / 2014,7dkHvYA1ZRSMu2tgCQfjUd,0,0.577,0.133,4,-25.895,0,0.0364,0.82,0.568,0.117,0.21,80.137,199500,4
584,Taylor Swift,Blank Space,2sC2P3BN0IXujNaaSyDmtP,60,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,231827,4
585,Richard Strauss,"Capriccio, Op. 85: Mondscheinmusik",0nHluq25ZdHtYS36k81YPf,13,0.104,0.123,9,-24.115,1,0.0411,0.97,0.943,0.696,0.0374,82.143,228680,4
586,Sam Smith,Lay Me Down,74sb4Gib0cL3TQeCjYF8vh,67,0.417,0.332,4,-9.482,1,0.0494,0.773,1.95e-05,0.109,0.172,119.156,253208,4
587,Charts Hits 2014,Prayer in C,0CRfvILNUHqrNuz4oefbJ0,0,0.743,0.872,0,-6.428,1,0.0314,0.0329,5.44e-06,0.152,0.942,123.0,192748,4
588,Hozier,Angel of Small Death and the Codeine Scene,6JmSfynzr6E0QllQZNEXEb,61,0.364,0.64,4,-5.757,1,0.0506,0.201,7.25e-05,0.12,0.386,93.507,219213,4
589,Josef Strauss,"Ohne Sorgen, Polka schnell, Op. 271",0T2mujir2IFBglmNpyR0CU,13,0.505,0.685,0,-15.809,1,0.542,0.709,0.161,0.687,0.479,94.224,108480,4
590,Birdy,Not About Angels,5sF7hdYvhrcgNq8NZjfK8L,70,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475,4
591,100% Hit Crew,Best Day of My Life,5N2SnYixHUqseQRfdiz0B1,2,0.734,0.809,11,-8.429,0,0.027,0.00356,0.0125,0.189,0.506,99.996,196800,4
592,Crowder,Come As You Are,6iha1ZUpCGUJrrQLDSFYux,61,0.457,0.362,0,-8.843,1,0.0279,0.637,2.77e-05,0.105,0.153,134.835,289747,3
593,Angelo Krizashi,Evil Heart,5wtGf1W1gLduNTfs14Yd2L,5,0.731,0.681,11,-9.215,0,0.103,0.0396,0.88,0.109,0.0384,132.046,393613,4
594,Kevin Gates,Out the Mud,2UyQQjPjq4nA7mYivEkzRx,60,0.854,0.709,10,-5.214,0,0.105,0.0402,0.0,0.0901,0.403,129.929,241187,4
595,Philippe El Sisi,This Time - Wach Remix,51eZzk5P6oaDdA7LdNRs5r,0,0.436,0.981,0,-3.982,0,0.0974,0.000723,0.0647,0.219,0.0709,137.86,237609,4
596,Seekae,Test & Recognise - Flume Re-work,24BYTj1tb5ovZcnIbtdTYD,69,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769,303661,4
597,Fatman Scoop,New Year's Eve 2014 InstaParty Mix (Clean Edit) [feat. David Barese],7ogR3DXcl54BpHrZAUrLrl,7,0.831,0.716,8,-8.064,1,0.521,0.197,0.000254,0.681,0.226,130.141,518600,4
598,Lil Wayne,Believe Me,6t2eIONH4Sax3R21QWiKNp,62,0.844,0.491,10,-8.807,0,0.17,0.272,0.0,0.111,0.196,91.935,337640,4
599,Pamala Stanley,This Is Hot 2014 Remix - Original Recipe Mix,20xONhdrqmcOJeeiv86Xhq,0,0.606,0.94,5,-4.439,0,0.0571,6.48e-05,2.87e-05,0.571,0.346,127.993,460527,4
600,New Medicine,Fire Up The Night,0R7KP4GlUebdefGw2Sw9eh,62,0.599,0.945,5,-4.604,1,0.0695,0.0601,0.0,0.309,0.676,84.996,179240,4
601,Fatman Scoop,New Year's 2014 InstaParty Mix [Acapella-Hosting Mix] (feat. David Barese),3uJqatXK1rYa1SgQFm7PHm,3,0.726,0.292,2,-13.409,1,0.802,0.916,2.33e-05,0.0796,0.35,129.334,184680,4
602,SoMo,Ride,1CI6YgwwNq3VfhgxPuEpE6,59,0.699,0.524,11,-7.522,1,0.051,0.412,0.0,0.0844,0.31,114.922,289133,4
603,Tommy Johnson,Burn The Sun,5YCBBE1n7lNrZeImwfOMbp,0,0.348,0.853,6,-8.336,0,0.144,0.00503,1.18e-05,0.59,0.219,131.907,211380,4
604,Sturgill Simpson,Long White Line,40Xg69oisdpuP4C7xl3RkK,59,0.579,0.515,11,-7.342,1,0.03,0.144,0.0123,0.0511,0.654,88.434,241320,4
605,JDSho'mesum,Groove (2014),3Jlptu1MOencJQhjvK7l7E,1,0.645,0.435,4,-15.769,0,0.0404,0.000831,0.712,0.184,0.0683,114.998,353952,4
606,Coldplay,Magic,23khhseCLQqVMCIT1WMAns,73,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4
607,Ayoshutduff,Year 20XX,1XmriXmgT2EhqjVG9ncJ5q,0,0.578,0.958,2,-5.843,0,0.0372,0.13,0.961,0.471,0.086,101.004,416905,4
608,The Beatles,Eleanor Rigby,6EOKwO6WaLal58MSsi6U4W,67,0.521,0.301,4,-7.118,0,0.0356,0.836,0.0,0.398,0.621,137.382,125227,4
609,Pontus Rasmusson,Fly on the Wings of Love,3UJibsq5owdIm3yXScZymC,9,0.724,0.764,11,-5.421,0,0.0473,0.303,0.0,0.0629,0.714,104.01,184181,4
610,Imagine Dragons,I’m So Sorry,4o74y4XY1ypNZkZtZkK8Wi,63,0.524,0.679,2,-6.01,0,0.0565,0.131,0.0,0.201,0.37,142.588,230200,4
611,Normanton Street,2014,3d1mZZDmcd2o4nAs7kEwg6,0,0.672,0.729,0,-7.768,1,0.146,0.0717,0.000592,0.0934,0.633,83.713,211381,4
612,Wiz Khalifa,We Dem Boyz,1ULa3GfdMKs0MfRpm6xVlu,65,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,224933,4
613,Pontus Rasmusson,Say Somethin,05YPh1TATChbbkmzgbR3k6,9,0.755,0.544,9,-9.278,1,0.0992,0.00451,0.0,0.0556,0.913,130.017,169599,4
614,Sylvan Esso,Coffee,30GGIrrJdSNtecPiFcVP5O,62,0.455,0.456,0,-8.182,1,0.17,0.326,0.0014,0.0958,0.187,100.01,268213,4
615,Ultimate Remix Factory,Human (Remix),2Ki1zRVToio6b2aITDxSMg,1,0.611,0.557,5,-6.405,0,0.0341,0.0055,0.0184,0.133,0.229,131.943,264125,4
616,Isaiah Rashad,West Savannah (feat. SZA),0Gt4nGWoATcQFL38a1NRao,61,0.652,0.906,9,-4.032,1,0.161,0.13,0.0681,0.504,0.559,125.103,167277,4
617,Pontus Rasmusson,Come,7Lw21tkqCjkT3zBlb8uS5R,8,0.937,0.623,8,-5.905,1,0.0578,0.0464,0.0,0.0976,0.402,127.973,202571,4
618,Imagine Dragons,I Bet My Life,15DrrIod12Tc2IoMaHiwlQ,61,0.553,0.657,1,-8.219,1,0.0405,0.335,0.000648,0.228,0.555,107.889,192707,4
619,Harry,Summer,5c2kfPR8LJkmr6UU1yijoC,6,0.667,0.625,7,-11.299,1,0.0267,0.0512,0.0979,0.0827,0.799,127.987,219375,4
620,Xavier Wulf,Mobile Suit Woe,59VNZlySTbDbIsv8oAke5Y,60,0.8,0.603,1,-6.947,0,0.0359,0.0979,0.000972,0.108,0.51,114.977,145972,4
621,Pontus Rasmusson,Mmm Yeah,381p8hKxMRtt8f3clHjanB,37,0.788,0.57,6,-6.359,0,0.0557,0.0226,0.0,0.084,0.87,125.974,232986,4
622,Mike WiLL Made-It,Buy The World,01A7PEPSnmtixFPfB2UTal,61,0.793,0.631,11,-6.109,0,0.0998,0.0406,0.000478,0.207,0.231,119.971,226693,4
623,Popcorn,Popcorn - Club Mix,5biGjzMhi6NgNCZbiid9hk,3,0.604,0.911,2,-7.788,1,0.166,0.00264,0.143,0.106,0.135,127.986,206367,4
624,Jon Pardi,Up All Night,6qewYf1Su9xeaAp9iEQpUw,60,0.549,0.713,9,-4.935,1,0.0306,0.185,0.0,0.112,0.463,162.989,209640,4
625,Pontus Rasmusson,Mistletoe,0b49FaGsloMgVS8bTvqSt0,8,0.63,0.552,6,-8.933,0,0.0469,0.488,0.0,0.139,0.685,161.947,182691,4
626,Taylor Swift,Out Of The Woods,6Nde5KuTXyB7jlPO4upaBo,59,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,235800,4
627,Charts Hits 2014,Love Runs Out,6nFsfm7wO00xr49Pn9sf9e,4,0.804,0.882,0,-4.835,0,0.0836,0.248,0.0,0.963,0.422,120.045,229001,4
628,First Aid Kit,My Silver Lining,5BkNCuxzzid0gz9sx3NNbX,67,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938,215493,4
629,Michael Stanley,Shadowland,0EDypYpavnQxPhQalQMB43,3,0.557,0.982,9,-5.095,1,0.0771,0.000543,0.0443,0.146,0.605,120.013,284133,4
630,Shakey Graves,Dearly Departed (feat. Esmé Patterson),0ewrI06EIDMGXvgJxuyF3U,60,0.576,0.609,7,-5.921,1,0.107,0.303,0.0,0.164,0.737,86.703,212800,4
631,STANDERWICK,Valyrian - Radio Edit,5UiNvGQMeqUDJO4gCDSO4d,0,0.281,0.933,7,-6.054,0,0.107,0.0029,0.934,0.25,0.27,137.982,210000,4
632,R. Kelly,Ignition - Remix,3zSCNTXI7Ed0PiidZVmzIe,63,0.778,0.549,1,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041,186040,4
633,Michael Stanley,Lover,52tY0uD1O35bNweZvIwN2n,3,0.534,0.33,4,-10.213,1,0.0254,0.706,0.0,0.697,0.26,99.956,389280,4
634,The Growlers,Going Gets Tough,0dEhydwCE5Og4PLKyjfqMR,60,0.501,0.769,8,-6.257,1,0.0326,0.225,0.0,0.109,0.737,162.047,208613,4
635,Year,May 14,3L8sxCp0ofbPRDYAQ2lAP9,0,0.374,0.62,9,-7.726,0,0.0292,0.0107,0.934,0.118,0.0612,79.494,301893,4
636,Lana Del Rey,Shades Of Cool,4VSg5K1hnbmIg4PwRdY6wV,67,0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,342093,3
637,Steve Harley,Panorama - 2014 Remaster,448qF9QDqd3x2wQW5UQ5ql,12,0.664,0.794,0,-9.097,1,0.0294,0.0179,0.0,0.111,0.86,128.952,337160,4
638,Banda MS de Sergio Lizárraga,No Me Pidas Perdón,5GF1ljm1AWf6RQs9bQkZPR,69,0.715,0.522,8,-3.936,1,0.0291,0.619,2.3e-06,0.273,0.573,125.008,223453,4
639,John O'Callaghan,One Special Particle,3jUXqfnEv12jvnNVq0PFOC,0,0.508,0.988,2,-7.291,1,0.0429,0.000134,0.819,0.622,0.145,139.932,269075,4
640,Romeo Santos,Cancioncitas de Amor,6bcdiJvYNX115yvbh3wASz,70,0.783,0.781,4,-3.079,1,0.0419,0.574,0.0,0.323,0.771,125.9,237093,4
641,Michael Stanley,To Love Somebody,39LFhUlhUK66sHuF3h0jI2,3,0.483,0.477,4,-9.467,1,0.0312,0.528,1.22e-05,0.0982,0.158,165.976,277893,4
642,BTS,Just One Day,6t7WriKgVszATnrdBKSUAf,68,0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,239470,4
