artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2017 Dynamo Hitz,[],Home,5biPrgVMMpPttwWPQACiCx,7,0.739,0.769,3,-7.077,0,0.242,0.029,0.0,0.0771,0.322,82.091,204931,4
Gorillaz,['alternative hip hop'],She's My Collar (feat. Kali Uchis),3lIxtCaROdRDuTnNBDm3n2,74,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,209560,4
Johann Strauss II,"['classical', 'late romantic era', 'operetta']","Die Extravaganten, Walzer, Op. 205",2s5MJBY8zg877loDiMm4ec,20,0.415,0.233,3,-16.652,1,0.0591,0.941,0.914,0.68,0.39,101.163,455867,4
Taylor Swift,['pop'],...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,74,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,208187,4
Whimzi,[],TAKE THE LEAD THO,6oLUu2dbBXBAYuFjItHofz,5,0.725,0.747,2,-6.721,1,0.029,0.00206,1.27e-05,0.0952,0.256,107.022,186168,4
Matt Maltese,"['dream smp', 'indie anthem-folk', 'indie pop']",As the World Caves In,4JE6agBLHGA5TaF6FlqfBD,73,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,218755,4
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",It's Getting Harder - 2017 Remaster,5O4c9oDlDrCHQq944hqBSp,13,0.65,0.651,11,-8.371,0,0.163,0.394,0.602,0.0677,0.888,103.915,264667,4
Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",Wolves,0tBbt8CrmxbjRP0pueQkyU,79,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4
Cimorelli,"['channel pop', 'post-teen pop', 'social media pop', 'viral pop']",Passionfruit,17KXaKIIUNK0zARmIGQyeS,5,0.553,0.206,8,-14.989,0,0.0379,0.552,2.37e-06,0.103,0.0509,110.801,182230,4
Russ,"['hawaiian hip hop', 'rap']",What They Want,3pndPhlQWjuSoXhcIIdBjv,72,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4
i.am.orange,[],fuck this game (7-17-17),6KT3XMu2gaZvxS6mVjaAtx,10,0.626,0.181,3,-15.412,1,0.0504,0.794,3.35e-05,0.113,0.255,115.681,175000,3
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,78,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,268867,4
sadlistical,[],2017,37qIUAs21mYyQB7KH9F3JY,0,0.688,0.428,11,-8.78,1,0.0815,0.534,0.0,0.122,0.421,132.05,137114,4
Big Sean,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",Bounce Back,0SGkqnVQo9KPytSri1H6cF,70,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,222360,4
Article Wan,"['azonto', 'hiplife']",Solo,0nBPmFc53hVPnuULnr2WuX,17,0.919,0.878,9,-4.871,1,0.22,0.000965,0.0,0.0466,0.864,132.999,163526,4
Jhené Aiko,"['dance pop', 'pop', 'r&b', 'urban contemporary']",While We're Young,4mL59LVbKgOpEACxraGYdr,70,0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-06,0.108,0.811,128.023,236160,4
Smeyeul.,"['chillhop', 'lo-fi beats']",2017,0Ih9yi5IQEgg7MNxm1zMhA,3,0.613,0.0722,4,-16.991,0,0.0338,0.941,0.914,0.0659,0.0369,80.057,111000,4
Bruno Mars,"['dance pop', 'pop']",Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,74,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
i.am.orange,[],canker sore (12-6-17),0syqd527XsS3EWU4UGR2hH,10,0.69,0.365,1,-11.755,1,0.0925,0.899,6.61e-06,0.224,0.159,128.355,129500,4
Khalid,"['pop', 'pop r&b']",Coaster,39KG4kom3enSx4GTThuDGt,71,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4
Cxriot,[],Summer 2017 - Instrumental,0xw7DdiIvlgy5vC6O9Sb7Z,0,0.578,0.378,7,-19.972,1,0.0368,0.752,0.958,0.158,0.898,160.015,182809,4
Maren Morris,"['contemporary country', 'country', 'texas country']",My Church,1LM5zQv5pBKPyO7rm7Uz6U,69,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,4
i.am.orange,[],anna (8-5-17) [forest session],4iCRSRPxcTd0VrkEQZTZbx,11,0.532,0.271,4,-12.579,1,0.0526,0.862,0.000961,0.171,0.346,118.32,191066,3
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,71,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,208733,4
"Tyler, The Creator","['hip hop', 'rap']",Glitter,0qtK3XwbuG153dmwB8iepL,70,0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,224893,5
i.am.orange,[],kind of weezer thing (10-15-17) [frankenstein],0SomGTqfOBjaa0L0Pe01sA,10,0.75,0.265,4,-7.028,1,0.0532,0.757,0.000231,0.0869,0.522,100.49,180036,4
Romeo Santos,"['bachata', 'latin']",Imitadora,6r46lnXFbE9fr2d3KNaGbe,75,0.737,0.709,8,-6.889,0,0.045,0.333,0.0,0.289,0.556,125.997,234829,4
Jax Jones,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']",Instruction,0ZSTiOxLbRBxWOTELAFAUq,4,0.544,0.937,4,-3.065,0,0.239,0.121,0.0,0.0853,0.928,119.655,166760,4
Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",Hard Times,0w5Bdu51Ka25Pf3hojsKHh,73,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",If You Should Love Me - 2017 Remaster,2HZeEF2t2HeAVuvWth00K1,30,0.351,0.746,9,-7.418,1,0.0965,0.085,0.147,0.143,0.6,163.843,323089,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Portland,2bjwRfXMk4uRgOD9IBYl9h,72,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,236615,4
Choi Min Chang,[],Vacation,5NRAyPAqoK9OZRRPsRShA8,15,0.716,0.165,4,-16.582,1,0.111,0.846,0.827,0.113,0.278,84.043,101429,4
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,70,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,210200,4
Riton,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']",Rinse & Repeat - Radio Edit,3NWo6GXRqhZf7I46c8kzmc,26,0.78,0.726,6,-6.486,1,0.0612,0.0377,0.00337,0.133,0.623,122.007,151230,4
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl,73,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4
Super Tshim,[],Summer Seben 2017,4jO7rWPCGTGPKdwRRqnvak,18,0.502,0.935,11,-8.783,1,0.154,0.0944,0.249,0.236,0.698,116.061,242078,4
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",Walls Could Talk,5ln5yQdUywVbf8HhFsOcd6,75,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,101790,4
Mr. Hong,[],"May 13, 2017",2LkHJJE8B0sisvb6bUTLJB,10,0.331,0.271,4,-11.554,0,0.0485,0.828,0.746,0.0921,0.113,135.399,356571,5
Oscar Lang,"['bedroom pop', 'indie pop']",She Likes Another Boy,5W6BA8Wa8JZGKdliH2gkwO,72,0.703,0.191,1,-14.078,0,0.0287,0.922,0.865,0.114,0.327,61.932,207827,4
Schemeliam,[],2017,2zOlZEyqUuqY7thbF1Vttn,0,0.604,0.375,6,-8.295,0,0.507,0.667,0.0,0.342,0.502,92.92,208237,5
Yoke Lore,"['indie folk', 'modern rock', 'nyc pop', 'stomp and holler']",Beige,7uYQELhe7g6QLIzZDOlhbW,71,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209,4
The Skinflicks,['oi'],Media,6r2Ns1pCO5XVmEAetJ4CUt,21,0.422,0.958,2,-4.701,1,0.0557,3.97e-05,1.76e-05,0.299,0.738,112.423,136613,4
Harry Styles,['pop'],From the Dining Table,1IF5UcqRO42D12vYwceOY6,74,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4
Top Hits 2017,[],Shape of You,7jPnOHnFhsABlKilHRT7In,1,0.853,0.696,1,-5.955,0,0.0823,0.587,0.0,0.0539,0.892,95.975,232813,4
Lorde,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'uk pop']",Liability,6Kkt27YmFyIFrcX3QXFi2o,74,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728,4
i.am.orange,[],shower song (3-8-17),4B8n26XMmNapRhOx07VU4J,10,0.536,0.201,2,-17.264,1,0.0722,0.835,0.000557,0.155,0.907,176.183,124500,4
Old Dominion,"['contemporary country', 'country', 'country road']",Written in the Sand,2A69wys3S9uiPSmn6UZWJn,68,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4
YUNG YSTRO,[],2107,6KAmkuT3df4CvrJMXFHY78,0,0.732,0.58,1,-10.807,0,0.289,0.0326,0.0,0.228,0.727,80.515,85700,4
Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",The Race - Remix,7d19457woBxmPRCq255YqM,70,0.75,0.548,9,-6.288,1,0.358,0.00619,0.0,0.156,0.377,160.084,211875,4
i.am.orange,[],life! (8-5-17) [forest session],1uNKPnZiVy2YKrSnEeX8Hj,10,0.823,0.807,11,-9.061,0,0.153,0.35,0.00975,0.781,0.86,90.906,152434,4
Lil Skies,"['melodic rap', 'rap', 'trap']",Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,69,0.691,0.683,0,-7.335,1,0.0954,0.547,0.0,0.221,0.456,140.002,262544,4
Katana,[],2017,6o33FhPV1zUD1zktNOk8YR,13,0.699,0.489,5,-10.04,0,0.0496,0.064,1.34e-05,0.0867,0.277,75.015,140800,4
SZA,"['pop', 'r&b']",Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,69,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,4
i.am.orange,[],stay classy (9-4-17),4wcUviHysmBRSLFmNMcRmM,10,0.883,0.097,9,-15.31,0,0.23,0.624,8.46e-06,0.115,0.773,127.929,122500,4
Dua Lipa,"['dance pop', 'pop', 'uk pop']",IDGAF,76cy1WJvNGJTj78UqeA5zr,79,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
Jay Rhydon,[],2017,4FtSoG9CwJA57zRolLruLA,6,0.91,0.457,2,-11.458,1,0.335,0.0424,0.0,0.0852,0.535,94.006,194091,4
Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",It Ain’t Me (with Selena Gomez),12GEpg2XOPyqk03JZEZnJs,66,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
i.am.orange,[],gym (12-3-17),79pu6LNaYwZETH20EwXAK0,10,0.772,0.249,11,-9.976,0,0.159,0.83,4.94e-05,0.11,0.516,93.203,208536,4
Gucci Mane,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",I Get the Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,70,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,4
Styro,[],2017,4HriAUr7nlEOSWA5TgoHdy,0,0.601,0.861,11,-3.538,0,0.253,0.27,1.99e-06,0.346,0.426,172.119,216314,4
Sam Tinnesz,"['alt z', 'modern rock', 'rebel blues']",Play with Fire (feat. Yacht Money),7vguMCv8uVuZLiQJ156u3Z,75,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,180691,4
Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",Blue Tacoma,5PBx0zFfehUMyv5H4YXVAU,68,0.458,0.897,9,-4.879,1,0.0402,0.0183,0.0,0.174,0.728,160.131,212067,4
Hits 2017,[],Perfect,09Heyu9IiRW3ZJBqNsSqCu,1,0.348,0.52,7,-5.712,1,0.0285,0.749,0.0,0.156,0.231,189.677,272350,3
Phantogram,"['indietronica', 'metropopolis', 'modern rock']",Black Out Days - Future Islands Remix,3kxkjirben9RVm9NqYa6rm,76,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,248347,4
Gabriel & Dresden,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",This Love Kills Me (Mix Cut) - Gabriel & Dresden Club Mix - Above & Beyond Respray,06bH86as3lz4VIpPf9WACL,17,0.549,0.919,7,-5.236,1,0.0472,0.00235,0.0,0.524,0.769,126.919,83240,4
Theory of a Deadman,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rap rock']",Rx (Medicate),2UZtI2HUyLRzqBjodvcUmY,67,0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.118,0.378,119.989,233173,4
Lohigen,[],Year 3070,2xHmb6vBpzoWoIzbTZ6pTO,9,0.597,0.858,10,-7.32,0,0.0415,0.0145,0.874,0.101,0.891,100.011,126072,4
Chase Atlantic,"['modern rock', 'pop']",Consume (feat. Goon Des Garcons),0X2bh8NVQ8svDQIn2AdCbW,77,0.556,0.714,9,-5.322,0,0.158,0.07,0.0,0.261,0.434,146.113,267920,4
Denis Kenzo,"['progressive house', 'progressive trance', 'russian edm', 'russian trance', 'trance', 'uplifting trance']",Dancing In The Dark (Mix Cut),6FFmqLzxAH4Sjd9YXhfRXF,18,0.566,0.944,11,-5.72,0,0.0648,0.00187,0.0337,0.195,0.714,128.07,74987,4
Young Dolph,"['gangster rap', 'hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",100 Shots,3TXy6nchgKeYlVwOKNk9lE,67,0.798,0.668,8,-5.244,1,0.25,0.135,4.6e-06,0.0583,0.154,134.006,264819,4
NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'rap', 'toronto rap', 'trap']",Some Way,7zxRMhXxJMQCeDDg0rKAVo,72,0.744,0.715,0,-6.103,1,0.351,0.101,0.0,0.0919,0.34,154.962,179773,4
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",Sweet Little Sixteen - 2017 Remaster,1lRXBst73QbzbofKslWm3p,11,0.217,0.91,9,-8.809,1,0.0752,0.00435,0.0203,0.925,0.734,158.697,252078,4
Dylan Scott,"['contemporary country', 'country', 'country road']",My Girl,3izNaTiYdotdPL0Bs76JqO,67,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4
Yozoh,['k-indie'],Summer Vacation,4TYsavFMXcyd8Mo4sBhE7V,13,0.615,0.872,9,-4.618,1,0.0285,0.456,0.000253,0.195,0.376,100.028,200654,4
Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",Vuelve,0gCPvo1GkbtPhMqg5Gbx1K,77,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.024,279613,4
i.am.orange,[],frankenstein (12-10-17) [first full band run through],6F58Fz5wjKinnHcbd7Rczr,9,0.453,0.691,4,-8.807,1,0.206,0.0943,0.00612,0.722,0.492,96.164,82943,4
League of Legends,"['speedrun', 'video game music']",Legends Never Die,1FpVJ7HpZInE2GvhVE2TwT,78,0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000,4
Ed Sheeran,"['pop', 'uk pop']",Galway Girl,0afhq8XCExXpqazXczTSve,78,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4
i.am.orange,[],community college (8-5-17) [forest session],0gFCRG07uEwsjdEIHpKwOA,9,0.697,0.596,7,-8.983,1,0.393,0.203,0.103,0.326,0.805,141.437,180750,4
Old Dominion,"['contemporary country', 'country', 'country road']",Hotel Key,33471tzU1VghDg9zNgGRpz,67,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4
Machine Gun Kelly,['ohio hip hop'],Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,72,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,239293,4
i.am.orange,[],better than hurt (8-24-17),0HhIvKPYYKDlwx3FHbykCu,9,0.581,0.115,7,-17.323,1,0.0389,0.902,0.0,0.184,0.233,64.432,229000,4
Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Praying,0jdny0dhgjUwoIp5GkqEaA,70,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,230267,4
Year7 Class1,[],Always,7rfvkTPd34kRQncxcudggR,6,0.637,0.838,11,-4.035,1,0.0373,0.14,0.0,0.313,0.599,105.032,241826,4
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",Moonlight on the River,2fhOljbX79loRcdl47SFye,69,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,422613,4
i.am.orange,[],chicago (5-31-17) [piano],6XBi7Jb94eKxkF0URBzUCg,10,0.522,0.105,11,-12.074,0,0.0328,0.991,0.000788,0.102,0.101,69.033,231585,4
Read Southall Band,['red dirt'],Why,40oF62UXziCZaX3S3UtGuZ,66,0.674,0.535,0,-8.025,1,0.0367,0.541,0.0,0.0838,0.127,124.951,197998,4
Wallows,"['indie pop', 'modern rock', 'pop']",Pleaser,11zf7m4vw9Ze7cer9Nyhk1,69,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,4
i.am.orange,[],memories (4-22-17),3EQ9aitBUWbZCmebj3L0DG,10,0.485,0.172,4,-9.279,1,0.0483,0.807,1.08e-06,0.261,0.208,140.112,243250,4
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",Follow You To Virgie (OurVinyl Sessions),4Oz6xl8qhJTdjYZeT98V4m,66,0.566,0.325,10,-8.819,1,0.0439,0.732,0.0,0.317,0.511,78.822,202000,4
Hits 2017,[],Legendary,1y8cwpBbYrkKY8Yc0NfzDW,1,0.678,0.62,6,-4.906,0,0.0439,0.0586,0.0,0.165,0.409,142.214,231282,4
Bass Santana,"['dark trap', 'miami hip hop', 'underground hip hop', 'vapor trap']",Curse,5BYCMWNQqz4nqErN1ReRGL,71,0.556,0.64,11,-7.504,1,0.445,0.552,0.0,0.215,0.703,88.399,118361,5
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",The Band with No Name - 2017 Remaster,4LlbsZeEUpyOF2BL4cflsL,12,0.375,0.45,2,-14.125,1,0.0307,0.811,0.9,0.0841,0.363,97.0,97903,4
PnB Rock,"['melodic rap', 'pop rap', 'r&b', 'rap', 'trap', 'vapor trap']",Selfish,2xbI8Vmyv3TkpTdywpPyNw,68,0.638,0.6,1,-5.84,0,0.0438,0.114,0.0,0.187,0.0399,101.981,245604,4
Smoothie 215,['german trap'],2017,6LMMhSCG0FfzbjT6n1sIVi,30,0.665,0.398,3,-10.049,0,0.0714,0.6,0.0,0.101,0.131,89.858,78007,4
DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,65,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,4
ALPHA 9,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",Burning Heart (Mix Cut),4ZHIXWlVXMdF3EAh2cdb8G,17,0.409,0.996,0,-4.727,1,0.0489,9.41e-05,0.985,0.875,0.855,127.993,60040,4
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",No Limit,2DQ1ITjI0YoLFzuADN1ZBW,71,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4
Zara Larsson,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house', 'uk pop']",Lush Life,1rIKgCH4H52lrvDcz50hS8,78,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,4
ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",PILLOWTALK,1HoKFRqlnVtPm75PK913v6,14,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,203686,4
Matt Mason,"['country road', 'modern country rock']",E,1XBGTp6OqwYaYhemH3aMKT,67,0.657,0.736,9,-7.73,0,0.0768,0.0817,0.0,0.302,0.379,113.96,228827,4
Billie Eilish,"['art pop', 'electropop', 'pop']",COPYCAT,5w7wuzMzsDer96KqxafeRK,74,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,194711,4
Paul Carrack,"['classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']","How Long - Live at Symphony Hall, Birmingham, 2017",6nxwrOdDV3TYosd58Og4li,13,0.647,0.826,0,-6.602,0,0.0477,0.039,0.00044,0.984,0.866,121.983,362278,4
Jack Stauber,['pittsburgh indie'],Oh Klahoma,6SZwj6cjc8JQbkrr8cbIUn,71,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,185224,4
Wingtip,"['electropop', 'indie electropop', 'indie poptimism', 'nyc pop']",Rewind,2sJTqG7K7VW2KBX0xRSIBx,3,0.634,0.621,8,-7.096,0,0.0888,0.125,0.000172,0.146,0.253,99.882,197893,4
Young Nudy,"['hip hop', 'pluggnb', 'rap', 'trap', 'vapor trap', 'viral rap']",Hell Shell,5fO4ybFbomoSWPB3n2d6pe,72,0.853,0.514,0,-5.445,0,0.246,0.000909,0.0222,0.185,0.679,129.963,162527,4
Johann Strauss I,"['classical', 'early romantic era']","Radetzky-Marsch, Op. 228",0AuMBvPEM7o3U3xvfErFt7,19,0.521,0.711,9,-11.764,1,0.39,0.879,0.967,0.941,0.406,107.785,214947,4
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",DEVASTATED,4PnNzWe1LJoAMD5j5RHpI0,69,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059,4
Braylon Dedmon,[],Summer 2017 (Rap Mix),6TDUpOgAyzox9vM6juNUec,1,0.397,0.568,1,-3.44,0,0.158,0.371,0.0461,0.119,0.178,74.416,352453,4
Anthony Gonzalez,['movie tunes'],Un Poco Loco,0OFknyqxmSQ42SoKxWVTok,70,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,112205,4
Johann Strauss II,"['classical', 'late romantic era', 'operetta']","An der schönen blauen Donau, Walzer, Op. 314",7woSMo1G2Xa6wIhikr4Ps1,25,0.255,0.14,2,-17.682,1,0.0398,0.964,0.82,0.92,0.12,90.898,598787,3
Luke Bryan,"['contemporary country', 'country', 'country road']","Sunrise, Sunburn, Sunset",53yTYusPQJ1AApL1hi0Dnc,67,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,216093,4
Felix Jaehn,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']",Hot2Touch,2AsoCiQbTCuOTq1Q0rLNI0,5,0.753,0.713,1,-5.298,0,0.0428,0.000751,2.37e-05,0.341,0.86,121.963,161400,4
XXXTENTACION,"['emo rap', 'miami hip hop']",Depression & Obsession,2H3wWrnO758y0fPH7Ilerg,71,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4
Dante's Campfire,[],Year of Mercy (July 2017) [Acoustic],4csMfNhRwaAnDrTpYYCcq0,4,0.658,0.388,0,-22.097,1,0.169,0.89,0.000434,0.109,0.587,90.743,234799,4
Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",Yours,3I4WFddKpe2PGZWFh7f10J,67,0.554,0.722,11,-6.005,1,0.034,0.119,0.0,0.0861,0.558,134.058,216960,4
Novo Amor,"['ambient folk', 'indie folk', 'pop']",Anchor,7qH9Z4dJEN0l9bidizW7fq,74,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,257533,4
WakeUpCarlo$,[],2017,5q3uMaJJrZP9JpL5fJ53pc,0,0.745,0.431,3,-13.532,0,0.25,0.604,0.0,0.112,0.599,88.525,97756,4
Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Dile Que Tu Me Quieres,5u5MvmVtitax9R1Mxh3reC,73,0.773,0.757,1,-4.959,1,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,226520,4
DJ Mingo,[],Apple High,5ht43r11KylB6vLAq7KR5H,30,0.668,0.936,11,-7.558,0,0.164,0.00779,0.961,0.266,0.721,153.447,119373,5
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",Still Beating,4LpUpiYoZ2M3Z1kmhn4EQo,70,0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477,181587,4
Quattro Kash,[],2017 Jealousy (BONUS TRACK),0ffKwgxp8u7QWm4jhOnxfu,0,0.688,0.494,7,-13.319,0,0.178,0.0321,0.0,0.13,0.434,144.947,158962,4
JAY-Z,"['east coast hip hop', 'hip hop', 'rap']",4:44,1gT5TGwbkkkUliNzHRIGi1,70,0.261,0.852,9,-4.965,1,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493,4
Bad Company,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Young Blood - 2017 Remaster,3BmZiGQJKhP15IIOg61SOO,7,0.578,0.64,2,-8.622,1,0.0395,0.313,0.0,0.161,0.907,117.206,161893,4
